team	institution	result	side	ballot	adjudicators
Nanyang Tech A	Nanyang Tech	1st	Closing Opposition	View Ballot	Juanita &quot;where is the draw?&quot; Hincapié RestrepoⒸ , Jamie Salem Dalgety , Marko Vasilijević
KCL A	KCL	2nd	Opening Government	View Ballot	Beatrice CuizonⒸ , Dihan Mashroor Niloy
Sydney A	Sydney	4th	Opening Opposition	View Ballot	Beatrice CuizonⒸ , Dihan Mashroor Niloy
Trivium A	Trivium	3rd	Closing Government	View Ballot	Beatrice CuizonⒸ , Dihan Mashroor Niloy
LSE C	LSE	1st	Closing Opposition	View Ballot	Beatrice CuizonⒸ , Dihan Mashroor Niloy
Reichman A	Reichman	3rd	Opening Government	View Ballot	Narayan SharmaⒸ , Amelia Potocka
NLUD A	NLUD	1st	Opening Opposition	View Ballot	Narayan SharmaⒸ , Amelia Potocka
GUU B	GUU	4th	Closing Government	View Ballot	Narayan SharmaⒸ , Amelia Potocka
Indonesia A	Indonesia	2nd	Closing Opposition	View Ballot	Narayan SharmaⒸ , Amelia Potocka
Cape Coast A	Cape Coast	4th	Opening Government	View Ballot	Aniket ChakravortyⒸ , Himanshi Wadhwa
San Beda B	San Beda	3rd	Opening Opposition	View Ballot	Aniket ChakravortyⒸ , Himanshi Wadhwa
Belgrade C	Belgrade	1st	Closing Government	View Ballot	Aniket ChakravortyⒸ , Himanshi Wadhwa
Ateneo de Manila e	Ateneo de Manila	2nd	Closing Opposition	View Ballot	Aniket ChakravortyⒸ , Himanshi Wadhwa
YUU 4	YUU	3rd	Opening Government	View Ballot	Anum NaseerⒸ , Jin Lei
PKU B	PKU	2nd	Opening Opposition	View Ballot	Anum NaseerⒸ , Jin Lei
Split A	Split	4th	Closing Government	View Ballot	Anum NaseerⒸ , Jin Lei
UPD C	UPD	1st	Closing Opposition	View Ballot	Anum NaseerⒸ , Jin Lei
NEUQ 2	NEUQ	4th	Opening Government	View Ballot	Michael KhalfinⒸ , Chelsey Dong , Julia San Jose , Jason O. ChanⓉ
Oxford E	Oxford	1st	Opening Opposition	View Ballot	Michael KhalfinⒸ , Chelsey Dong , Julia San Jose , Jason O. ChanⓉ
CUHKSZ DA	CUHKSZ	2nd	Closing Government	View Ballot	Michael KhalfinⒸ , Chelsey Dong , Julia San Jose , Jason O. ChanⓉ
MUST A	MUST	3rd	Closing Opposition	View Ballot	Michael KhalfinⒸ , Chelsey Dong , Julia San Jose , Jason O. ChanⓉ
QU A	QU	4th	Opening Government	View Ballot	Aleisha LawrenceⒸ , Ryosei Kobayashi , Tomasz Botwicz
Split B	Split	2nd	Opening Opposition	View Ballot	Aleisha LawrenceⒸ , Ryosei Kobayashi , Tomasz Botwicz
JU A	JU	3rd	Closing Government	View Ballot	Aleisha LawrenceⒸ , Ryosei Kobayashi , Tomasz Botwicz
BUET D	BUET	1st	Closing Opposition	View Ballot	Aleisha LawrenceⒸ , Ryosei Kobayashi , Tomasz Botwicz
SISU 1	SISU	3rd	Opening Government	View Ballot	Miriam KalmanⒸ , Varun Lodaya
Sunway SW	Sunway	1st	Opening Opposition	View Ballot	Miriam KalmanⒸ , Varun Lodaya
Stanford A	Stanford	4th	Closing Government	View Ballot	Miriam KalmanⒸ , Varun Lodaya
San Beda A	San Beda	2nd	Closing Opposition	View Ballot	Miriam KalmanⒸ , Varun Lodaya
BFSU EC	BFSU	3rd	Opening Government	View Ballot	Raymond Chuma-OnwuokuⒸ , Laya Reddy , Sheila Nurkhofrida Rosyadi
CUHKSZ XY	CUHKSZ	2nd	Opening Opposition	View Ballot	Raymond Chuma-OnwuokuⒸ , Laya Reddy , Sheila Nurkhofrida Rosyadi
Nanjing GC	Nanjing	4th	Closing Government	View Ballot	Raymond Chuma-OnwuokuⒸ , Laya Reddy , Sheila Nurkhofrida Rosyadi
AAMUSTED A	AAMUSTED	1st	Closing Opposition	View Ballot	Raymond Chuma-OnwuokuⒸ , Laya Reddy , Sheila Nurkhofrida Rosyadi
LSE A	LSE	3rd	Opening Government	View Ballot	Lovro ŠpremⒸ , Eze Nwakuba , Tengku Omar
PEP Belgrade A	PEP Belgrade	2nd	Opening Opposition	View Ballot	Lovro ŠpremⒸ , Eze Nwakuba , Tengku Omar
Sydney B	Sydney	4th	Closing Government	View Ballot	Lovro ŠpremⒸ , Eze Nwakuba , Tengku Omar
BRAC A	BRAC	1st	Closing Opposition	View Ballot	Lovro ŠpremⒸ , Eze Nwakuba , Tengku Omar
USP B	USP	2nd	Opening Government	View Ballot	Avyay M CⒸ , Juraj Karaman , Uhleli Mdingi , Misha AdrinaⓉ
NSU B	NSU	1st	Opening Opposition	View Ballot	Avyay M CⒸ , Juraj Karaman , Uhleli Mdingi , Misha AdrinaⓉ
Binus A	Binus	3rd	Closing Government	View Ballot	Avyay M CⒸ , Juraj Karaman , Uhleli Mdingi , Misha AdrinaⓉ
BUET E	BUET	4th	Closing Opposition	View Ballot	Avyay M CⒸ , Juraj Karaman , Uhleli Mdingi , Misha AdrinaⓉ
Tokyo SS	Tokyo	2nd	Opening Government	View Ballot	Paolo TainoⒸ , Ruth Selorme Acolatse
Korea B	Korea	3rd	Opening Opposition	View Ballot	Paolo TainoⒸ , Ruth Selorme Acolatse
UST 2	UST	1st	Closing Government	View Ballot	Paolo TainoⒸ , Ruth Selorme Acolatse
Open University of I A	Open University of I	4th	Closing Opposition	View Ballot	Paolo TainoⒸ , Ruth Selorme Acolatse
NNU A	NNU	3rd	Opening Government	View Ballot	Uzair TajuddinⒸ , Lia Denise Tan , Mohd Hasbul Hadi Bin Mohamad Hafizzudin Chang
Seoul 2	Seoul	1st	Opening Opposition	View Ballot	Uzair TajuddinⒸ , Lia Denise Tan , Mohd Hasbul Hadi Bin Mohamad Hafizzudin Chang
NUJS B	NUJS	4th	Closing Government	View Ballot	Uzair TajuddinⒸ , Lia Denise Tan , Mohd Hasbul Hadi Bin Mohamad Hafizzudin Chang
UENR C	UENR	2nd	Closing Opposition	View Ballot	Uzair TajuddinⒸ , Lia Denise Tan , Mohd Hasbul Hadi Bin Mohamad Hafizzudin Chang
Tsinghua A	Tsinghua	2nd	Opening Government	View Ballot	Revan TJⒸ , Estera Petrescu
Edinburgh C	Edinburgh	1st	Opening Opposition	View Ballot	Revan TJⒸ , Estera Petrescu
UM A	UM	4th	Closing Government	View Ballot	Revan TJⒸ , Estera Petrescu
Imperial C	Imperial	3rd	Closing Opposition	View Ballot	Revan TJⒸ , Estera Petrescu
Zagreb D	Zagreb	3rd	Opening Government	View Ballot	Daniel W BermanⒸ , Kezia Amponsah Okyere
USP A	USP	2nd	Opening Opposition	View Ballot	Daniel W BermanⒸ , Kezia Amponsah Okyere
Zagreb E	Zagreb	4th	Closing Government	View Ballot	Daniel W BermanⒸ , Kezia Amponsah Okyere
Vienna B	Vienna	1st	Closing Opposition	View Ballot	Daniel W BermanⒸ , Kezia Amponsah Okyere
Wollongong A	Wollongong	1st	Opening Government	View Ballot	Tejas SubramaniamⒸ , Milica Kostin , Way De
Imperial B	Imperial	4th	Opening Opposition	View Ballot	Tejas SubramaniamⒸ , Milica Kostin , Way De
KNUST Z	KNUST	2nd	Closing Government	View Ballot	Tejas SubramaniamⒸ , Milica Kostin , Way De
DDUC 1	DDUC	3rd	Closing Opposition	View Ballot	Tejas SubramaniamⒸ , Milica Kostin , Way De
Ateneo de Manila A	Ateneo de Manila	4th	Opening Government	View Ballot	Senkai HsiaⒸ , Claire Yu
Princeton A	Princeton	2nd	Opening Opposition	View Ballot	Senkai HsiaⒸ , Claire Yu
Sofia A	Sofia	3rd	Closing Government	View Ballot	Senkai HsiaⒸ , Claire Yu
Vienna A	Vienna	1st	Closing Opposition	View Ballot	Senkai HsiaⒸ , Claire Yu
DAV A	DAV	4th	Opening Government	View Ballot	Tom ManorⒸ , Emi Negita
McGill B	McGill	2nd	Opening Opposition	View Ballot	Tom ManorⒸ , Emi Negita
Technion A	Technion	1st	Closing Government	View Ballot	Tom ManorⒸ , Emi Negita
Harvard SY	Harvard	3rd	Closing Opposition	View Ballot	Tom ManorⒸ , Emi Negita
Tel Aviv A	Tel Aviv	4th	Opening Government	View Ballot	Teck &quot;within the debate&quot; Wei TanⒸ , Andrea Chow Yiing Jia , Niki Angelov
QDU A	QDU	3rd	Opening Opposition	View Ballot	Teck &quot;within the debate&quot; Wei TanⒸ , Andrea Chow Yiing Jia , Niki Angelov
Cornell A	Cornell	1st	Closing Government	View Ballot	Teck &quot;within the debate&quot; Wei TanⒸ , Andrea Chow Yiing Jia , Niki Angelov
Warsaw A	Warsaw	2nd	Closing Opposition	View Ballot	Teck &quot;within the debate&quot; Wei TanⒸ , Andrea Chow Yiing Jia , Niki Angelov
Queensland A	Queensland	2nd	Opening Government	View Ballot	Shudipto R. AhmedⒸ , Matthew Hamer
Williams A	Williams	1st	Opening Opposition	View Ballot	Shudipto R. AhmedⒸ , Matthew Hamer
Bates AM	Bates	4th	Closing Government	View Ballot	Shudipto R. AhmedⒸ , Matthew Hamer
DTU AC	DTU	3rd	Closing Opposition	View Ballot	Shudipto R. AhmedⒸ , Matthew Hamer
MUST MUSTB	MUST	3rd	Opening Government	View Ballot	Pranav AnandⒸ , Jenny Li , Nadira R Arifandi
Monash D	Monash	1st	Opening Opposition	View Ballot	Pranav AnandⒸ , Jenny Li , Nadira R Arifandi
Unilorin A	Unilorin	4th	Closing Government	View Ballot	Pranav AnandⒸ , Jenny Li , Nadira R Arifandi
UAP A	UAP	2nd	Closing Opposition	View Ballot	Pranav AnandⒸ , Jenny Li , Nadira R Arifandi
DUDU A	DUDU	2nd	Opening Government	View Ballot	Anna SawickaⒸ , Rahat Khan , Samantha Zhang
HKU A	HKU	3rd	Opening Opposition	View Ballot	Anna SawickaⒸ , Rahat Khan , Samantha Zhang
UDS A	UDS	4th	Closing Government	View Ballot	Anna SawickaⒸ , Rahat Khan , Samantha Zhang
NU A	NU	1st	Closing Opposition	View Ballot	Anna SawickaⒸ , Rahat Khan , Samantha Zhang
UT MARA E	UT MARA	4th	Opening Government	View Ballot	Mark RotheryⒸ , Bukunmi Babatunde , Heather Ashworth
YUU 3	YUU	1st	Opening Opposition	View Ballot	Mark RotheryⒸ , Bukunmi Babatunde , Heather Ashworth
UT MARA A	UT MARA	2nd	Closing Government	View Ballot	Mark RotheryⒸ , Bukunmi Babatunde , Heather Ashworth
Habib B	Habib	3rd	Closing Opposition	View Ballot	Mark RotheryⒸ , Bukunmi Babatunde , Heather Ashworth
SISU 2	SISU	4th	Opening Government	View Ballot	Joshua CohenⒸ , Tejas Baviskar , Sophie YuanⓉ
DAV C	DAV	2nd	Opening Opposition	View Ballot	Joshua CohenⒸ , Tejas Baviskar , Sophie YuanⓉ
Nottingham A	Nottingham	3rd	Closing Government	View Ballot	Joshua CohenⒸ , Tejas Baviskar , Sophie YuanⓉ
KUET 1	KUET	1st	Closing Opposition	View Ballot	Joshua CohenⒸ , Tejas Baviskar , Sophie YuanⓉ
Habib A	Habib	2nd	Opening Government	View Ballot	Samuel DruceⒸ , Ailbhe Elizabeth Noonan , Sanya Kanchan Gupta
NSU A	NSU	1st	Opening Opposition	View Ballot	Samuel DruceⒸ , Ailbhe Elizabeth Noonan , Sanya Kanchan Gupta
ICU A	ICU	3rd	Closing Government	View Ballot	Samuel DruceⒸ , Ailbhe Elizabeth Noonan , Sanya Kanchan Gupta
IBA DU C	IBA DU	4th	Closing Opposition	View Ballot	Samuel DruceⒸ , Ailbhe Elizabeth Noonan , Sanya Kanchan Gupta
Imperial D	Imperial	2nd	Opening Government	View Ballot	Or ToledanoⒸ , Christy Nina Murray , SAMUEL Victory
SUST A	SUST	4th	Opening Opposition	View Ballot	Or ToledanoⒸ , Christy Nina Murray , SAMUEL Victory
BFSU JE	BFSU	1st	Closing Government	View Ballot	Or ToledanoⒸ , Christy Nina Murray , SAMUEL Victory
Weizmann S&amp;S	Weizmann	3rd	Closing Opposition	View Ballot	Or ToledanoⒸ , Christy Nina Murray , SAMUEL Victory
IT Bandung B	IT Bandung	2nd	Opening Government	View Ballot	Erica LiuⒸ , Auguste McNally , Yuya Kagazume
NUJS A	NUJS	1st	Opening Opposition	View Ballot	Erica LiuⒸ , Auguste McNally , Yuya Kagazume
UFRGS A	UFRGS	4th	Closing Government	View Ballot	Erica LiuⒸ , Auguste McNally , Yuya Kagazume
HWS LP	HWS	3rd	Closing Opposition	View Ballot	Erica LiuⒸ , Auguste McNally , Yuya Kagazume
UT MARA C	UT MARA	3rd	Opening Government	View Ballot	Rahul DattaⒸ , Ojas Date , Eyedi WenⓉ
Monash E	Monash	1st	Opening Opposition	View Ballot	Rahul DattaⒸ , Ojas Date , Eyedi WenⓉ
NU B	NU	4th	Closing Government	View Ballot	Rahul DattaⒸ , Ojas Date , Eyedi WenⓉ
NEUQ 1	NEUQ	2nd	Closing Opposition	View Ballot	Rahul DattaⒸ , Ojas Date , Eyedi WenⓉ
Hart House B	Hart House	1st	Opening Government	View Ballot	Katarina KuoⒸ , ADEBIMPE Morenikeji Fatimah , Theo Dorfner
Cambridge D	Cambridge	2nd	Opening Opposition	View Ballot	Katarina KuoⒸ , ADEBIMPE Morenikeji Fatimah , Theo Dorfner
Diponegoro A	Diponegoro	3rd	Closing Government	View Ballot	Katarina KuoⒸ , ADEBIMPE Morenikeji Fatimah , Theo Dorfner
UT MARA B	UT MARA	4th	Closing Opposition	View Ballot	Katarina KuoⒸ , ADEBIMPE Morenikeji Fatimah , Theo Dorfner
UPLB C	UPLB	4th	Opening Government	View Ballot	Udai KamathⒸ , Helena Hecke
KCL B	KCL	1st	Opening Opposition	View Ballot	Udai KamathⒸ , Helena Hecke
Haifa A	Haifa	2nd	Closing Government	View Ballot	Udai KamathⒸ , Helena Hecke
RML A	RML	3rd	Closing Opposition	View Ballot	Udai KamathⒸ , Helena Hecke
Swing 2	—	3rd	Opening Government	View Ballot	Santiago Ortiz GarcíaⒸ , Rdu Dillon , Haeun KimⓉ
TCD Hist A	TCD Hist	1st	Opening Opposition	View Ballot	Santiago Ortiz GarcíaⒸ , Rdu Dillon , Haeun KimⓉ
MSU-GSC JK	MSU-GSC	2nd	Closing Government	View Ballot	Santiago Ortiz GarcíaⒸ , Rdu Dillon , Haeun KimⓉ
SMU SM	SMU	4th	Closing Opposition	View Ballot	Santiago Ortiz GarcíaⒸ , Rdu Dillon , Haeun KimⓉ
HSUHK A	HSUHK	2nd	Opening Government	View Ballot	Jeronya MbiatatⒸ , Adjudicator 232 , Cassandra Louise Carlet
MSU A	MSU	3rd	Opening Opposition	View Ballot	Jeronya MbiatatⒸ , Adjudicator 232 , Cassandra Louise Carlet
Swing 3	—	1st	Closing Government	View Ballot	Jeronya MbiatatⒸ , Adjudicator 232 , Cassandra Louise Carlet
SEUDC A	SEUDC	4th	Closing Opposition	View Ballot	Jeronya MbiatatⒸ , Adjudicator 232 , Cassandra Louise Carlet
