team	result	side	adjudicators
Belgrade B	3rd	Closing Government	Eric KazadiⒸ , Jacky Chai , Lydia Vlasto
UT MARA A	1st	Closing Opposition	Eric KazadiⒸ , Jacky Chai , Lydia Vlasto
KOREA A	3rd	Opening Government	Katherine HarrisⒸ , Guilherme Carvalho , Sofia Chavez
SXCM CM	2nd	Opening Opposition	Katherine HarrisⒸ , Guilherme Carvalho , Sofia Chavez
Karlsruhe A	4th	Closing Government	Katherine HarrisⒸ , Guilherme Carvalho , Sofia Chavez
MUIC 1	1st	Closing Opposition	Katherine HarrisⒸ , Guilherme Carvalho , Sofia Chavez
McGill C	3rd	Opening Government	Ron LeizrowiceⒸ , Leauren Ji , Rushdoon Ahmed
Aalto A	2nd	Opening Opposition	Ron LeizrowiceⒸ , Leauren Ji , Rushdoon Ahmed
St Petersburg 1	1st	Closing Government	Ron LeizrowiceⒸ , Leauren Ji , Rushdoon Ahmed
KCL A	4th	Closing Opposition	Ron LeizrowiceⒸ , Leauren Ji , Rushdoon Ahmed
JUDO 1	1st	Opening Government	Srijan PoudelⒸ , Ashutosh  Bahuguna , Chaemi Lee
UCEMA	2nd	Opening Opposition	Srijan PoudelⒸ , Ashutosh  Bahuguna , Chaemi Lee
Solbridge 3	4th	Closing Government	Srijan PoudelⒸ , Ashutosh  Bahuguna , Chaemi Lee
Singidunum A	3rd	Closing Opposition	Srijan PoudelⒸ , Ashutosh  Bahuguna , Chaemi Lee
UWA 1	4th	Opening Government	Kiana Saint-MacaryⒸ , Alberto Nakakogue , Atiya  Al-Hammud
QDU A	3rd	Opening Opposition	Kiana Saint-MacaryⒸ , Alberto Nakakogue , Atiya  Al-Hammud
Indonesia 2	2nd	Closing Government	Kiana Saint-MacaryⒸ , Alberto Nakakogue , Atiya  Al-Hammud
PUCP 1	1st	Closing Opposition	Kiana Saint-MacaryⒸ , Alberto Nakakogue , Atiya  Al-Hammud
Jena1	4th	Opening Government	Olivia MackenderⒸ , Jeronya  Mbiatat , Vim Rubin , Xueyan Dong
QU 1	2nd	Opening Opposition	Olivia MackenderⒸ , Jeronya  Mbiatat , Vim Rubin , Xueyan Dong
UWED1	4th	Closing Government	Olivia MackenderⒸ , Jeronya  Mbiatat , Vim Rubin , Xueyan Dong
TSUL 1	4th	Closing Opposition	Olivia MackenderⒸ , Jeronya  Mbiatat , Vim Rubin , Xueyan Dong
Koc A	2nd	Opening Government	Aodh Ó LaoideⒸ , Carolina  Barrios Martínez , Millie  Caughey
ZISU	3rd	Opening Opposition	Aodh Ó LaoideⒸ , Carolina  Barrios Martínez , Millie  Caughey
GMCB 1	1st	Closing Government	Aodh Ó LaoideⒸ , Carolina  Barrios Martínez , Millie  Caughey
HKU B	4th	Closing Opposition	Aodh Ó LaoideⒸ , Carolina  Barrios Martínez , Millie  Caughey
Oxford 1	3rd	Opening Government	Ayal Hayut-manⒸ , Karen Chen , Oscar Chaffey
Edinburgh A	1st	Opening Opposition	Ayal Hayut-manⒸ , Karen Chen , Oscar Chaffey
Taylor’s 1	4th	Closing Government	Ayal Hayut-manⒸ , Karen Chen , Oscar Chaffey
NUS A	2nd	Closing Opposition	Ayal Hayut-manⒸ , Karen Chen , Oscar Chaffey
Vassar 2	2nd	Opening Government	Parth PandyaⒸ , Chinmaya Mohan , Shanya  Sadanandan
KNUST B	4th	Opening Opposition	Parth PandyaⒸ , Chinmaya Mohan , Shanya  Sadanandan
GCU	1st	Closing Government	Parth PandyaⒸ , Chinmaya Mohan , Shanya  Sadanandan
PKU 1	3rd	Closing Opposition	Parth PandyaⒸ , Chinmaya Mohan , Shanya  Sadanandan
Gadjah Mada 2	2nd	Opening Government	Banun SabriⒸ , Francisca  Mansa Fuah , Kartik  Mathur
UFMG 1	1st	Opening Opposition	Banun SabriⒸ , Francisca  Mansa Fuah , Kartik  Mathur
EDS 1	3rd	Closing Government	Banun SabriⒸ , Francisca  Mansa Fuah , Kartik  Mathur
UofK A	4th	Closing Opposition	Banun SabriⒸ , Francisca  Mansa Fuah , Kartik  Mathur
LUMS B	3rd	Opening Government	Sebastian “sorry was sleeping, just seeing this” DassoⒸ , Ethan John Floro , Seokjin Yun
Zagreb B	2nd	Opening Opposition	Sebastian “sorry was sleeping, just seeing this” DassoⒸ , Ethan John Floro , Seokjin Yun
Monash 3	4th	Closing Government	Sebastian “sorry was sleeping, just seeing this” DassoⒸ , Ethan John Floro , Seokjin Yun
Bard A	1st	Closing Opposition	Sebastian “sorry was sleeping, just seeing this” DassoⒸ , Ethan John Floro , Seokjin Yun
PKU 2	3rd	Opening Government	Zahari NikolaevⒸ , Ben Scherzer , Fatima Anika
UNAIR	2nd	Opening Opposition	Zahari NikolaevⒸ , Ben Scherzer , Fatima Anika
UTech Ja. 1	4th	Closing Government	Zahari NikolaevⒸ , Ben Scherzer , Fatima Anika
TAU 3	1st	Closing Opposition	Zahari NikolaevⒸ , Ben Scherzer , Fatima Anika
IITB 1	4th	Opening Government	Jason XiaoⒸ , Nir Kligsberg , Thamera  Naicker
Tufts A	2nd	Opening Opposition	Jason XiaoⒸ , Nir Kligsberg , Thamera  Naicker
Duke 1	3rd	Closing Government	Jason XiaoⒸ , Nir Kligsberg , Thamera  Naicker
DLSU 1	1st	Closing Opposition	Jason XiaoⒸ , Nir Kligsberg , Thamera  Naicker
STRATH 2	2nd	Opening Government	Senkai HsiaⒸ , Jeggo Regis , Reed Herter
EDS 2	3rd	Opening Opposition	Senkai HsiaⒸ , Jeggo Regis , Reed Herter
DUTY	4th	Closing Government	Senkai HsiaⒸ , Jeggo Regis , Reed Herter
HUJI C	1st	Closing Opposition	Senkai HsiaⒸ , Jeggo Regis , Reed Herter
Ayiwoli Awedaga Mahadi	2nd	Opening Government	Harmen de JongⒸ , Karend Vanessa Herrera , Musfira Khurshid
Phil C	1st	Opening Opposition	Harmen de JongⒸ , Karend Vanessa Herrera , Musfira Khurshid
Premier 1	4th	Closing Government	Harmen de JongⒸ , Karend Vanessa Herrera , Musfira Khurshid
Coimbra 1	3rd	Closing Opposition	Harmen de JongⒸ , Karend Vanessa Herrera , Musfira Khurshid
TEKNOKRAT	2nd	Opening Government	Q Anh CaoⒸ , Eza Qamar , Ransford Kwesi
NSU A	3rd	Opening Opposition	Q Anh CaoⒸ , Eza Qamar , Ransford Kwesi
FUV 1	1st	Closing Government	Q Anh CaoⒸ , Eza Qamar , Ransford Kwesi
Bar-Ilan M&amp;T	4th	Closing Opposition	Q Anh CaoⒸ , Eza Qamar , Ransford Kwesi
Rosario D	3rd	Opening Government	Sneha VermaⒸ , Peter Kipp , Warren  LIU
MOUA 1	1st	Opening Opposition	Sneha VermaⒸ , Peter Kipp , Warren  LIU
Swing OT	4th	Closing Government	Sneha VermaⒸ , Peter Kipp , Warren  LIU
UTDT, ARG	2nd	Closing Opposition	Sneha VermaⒸ , Peter Kipp , Warren  LIU
Tokyo A	3rd	Opening Government	Mubarrat “I swear I’m not a lifer” WasseyⒸ , Afreen Khan , JJ Pine
ANU 1	1st	Opening Opposition	Mubarrat “I swear I’m not a lifer” WasseyⒸ , Afreen Khan , JJ Pine
Ateneo de Manila 2	4th	Closing Government	Mubarrat “I swear I’m not a lifer” WasseyⒸ , Afreen Khan , JJ Pine
Sofia A	2nd	Closing Opposition	Mubarrat “I swear I’m not a lifer” WasseyⒸ , Afreen Khan , JJ Pine
PU 1	4th	Opening Government	Branko StajicⒸ , Mateo  Pažin , Sophie Behrendsen
Pep Belgrade A	1st	Opening Opposition	Branko StajicⒸ , Mateo  Pažin , Sophie Behrendsen
KC 1	2nd	Closing Government	Branko StajicⒸ , Mateo  Pažin , Sophie Behrendsen
UVM 2	4th	Closing Opposition	Branko StajicⒸ , Mateo  Pažin , Sophie Behrendsen
Hart House A	2nd	Opening Government	Sourodip PaulⒸ , Celeste Tan , Joshua Cohen
Harvard C	4th	Opening Opposition	Sourodip PaulⒸ , Celeste Tan , Joshua Cohen
Oxford C	1st	Closing Government	Sourodip PaulⒸ , Celeste Tan , Joshua Cohen
Edinburgh B	3rd	Closing Opposition	Sourodip PaulⒸ , Celeste Tan , Joshua Cohen
IITR 1	1st	Opening Government	Lucie SlamovaⒸ , Chesta B , Yao Kun Tan
Phil B	3rd	Opening Opposition	Lucie SlamovaⒸ , Chesta B , Yao Kun Tan
UPLB 1	2nd	Closing Government	Lucie SlamovaⒸ , Chesta B , Yao Kun Tan
President A	4th	Closing Opposition	Lucie SlamovaⒸ , Chesta B , Yao Kun Tan
GLC A	3rd	Opening Government	Janko DjordjevicⒸ , Aléxia Engel , Jarrod Grant
NTU 2	2nd	Opening Opposition	Janko DjordjevicⒸ , Aléxia Engel , Jarrod Grant
KEIO 1	4th	Closing Government	Janko DjordjevicⒸ , Aléxia Engel , Jarrod Grant
Oxford D	1st	Closing Opposition	Janko DjordjevicⒸ , Aléxia Engel , Jarrod Grant
UPM 1	3rd	Opening Government	Klaudia MaciejewskaⒸ , Ayman Zaman , Syed Shadab Tajwar
Auckland C	2nd	Opening Opposition	Klaudia MaciejewskaⒸ , Ayman Zaman , Syed Shadab Tajwar
Auckland A	1st	Closing Government	Klaudia MaciejewskaⒸ , Ayman Zaman , Syed Shadab Tajwar
PUCP GV	4th	Closing Opposition	Klaudia MaciejewskaⒸ , Ayman Zaman , Syed Shadab Tajwar
BUP 1	2nd	Opening Government	Akira KatoⒸ , Ruth Selorme Acolatse
UCDS 1	1st	Opening Opposition	Akira KatoⒸ , Ruth Selorme Acolatse
Mona	3rd	Closing Government	Akira KatoⒸ , Ruth Selorme Acolatse
BHU1	4th	Closing Opposition	Akira KatoⒸ , Ruth Selorme Acolatse
LSE A	1st	Opening Government	Jessica  MusulinⒸ , Benjamin DONKOR-BOAFO  Frimpong , Chris Hung
UADS 1	4th	Opening Opposition	Jessica  MusulinⒸ , Benjamin DONKOR-BOAFO  Frimpong , Chris Hung
HUJI B	2nd	Closing Government	Jessica  MusulinⒸ , Benjamin DONKOR-BOAFO  Frimpong , Chris Hung
Ateneo 4	3rd	Closing Opposition	Jessica  MusulinⒸ , Benjamin DONKOR-BOAFO  Frimpong , Chris Hung
Melbourne 3	4th	Opening Government	Abhinav Reddy BathulaⒸ , Gabriel Guia , Namita  Pandey
STRATH 1	1st	Opening Opposition	Abhinav Reddy BathulaⒸ , Gabriel Guia , Namita  Pandey
ANU 3	2nd	Closing Government	Abhinav Reddy BathulaⒸ , Gabriel Guia , Namita  Pandey
UCD LawSoc A	3rd	Closing Opposition	Abhinav Reddy BathulaⒸ , Gabriel Guia , Namita  Pandey
